user,rate,url
8588,3,0266697
8588,3,1345836
8589,1,0062622
8589,4,0133093
8590,5,0062622
8590,4,1345836
8591,4,0062622
8591,4,1345836
8592,1,0062622
8592,4,0482571
8593,4,0062622
8593,5,1345836
8594,4,0062622
8594,3,1345836
8594,4,0133093
8595,5,0457430
8595,4,0062622
8595,4,1345836
8596,3,0062622
8596,3,1345836
8597,4,0114709
8597,5,0086250
8598,3,0062622
8598,4,1345836
8599,3,0062622
8599,1,1345836
8599,3,0338013
8600,3,0266697
8600,4,0062622
8601,1,0435761
8601,3,0266697
8601,2,0119698
8601,3,1345836
8602,3,1345836
8602,5,0133093
8603,5,1345836
8603,4,0062622
8603,3,0057012
8603,1,0133093
8604,5,0062622
8604,4,1345836
8605,3,1345836
8605,1,0457430
8605,1,0062622
8605,1,0180093
8606,5,1345836
8606,2,0062622
8607,5,0119698
8607,4,0457430
8608,1,1345836
8608,1,0062622
8609,4,1345836
8609,5,0133093
8610,3,0062622
8610,4,1345836
8611,3,0457430
8611,2,1345836
8612,2,0457430
8612,5,0062622
8612,3,1345836
8613,4,0062622
8613,4,1345836
8613,4,0266697
8614,5,0062622
8614,5,1345836
8615,3,0457430
8615,3,0062622
8615,3,1345836
8616,5,0133093
8616,4,0062622
8617,3,0457430
8617,3,1345836
8617,3,0133093
8618,4,0133093
8618,1,0253474
8619,3,1345836
8619,4,0114709
8620,3,0062622
8620,5,0133093
8620,5,0457430
8621,4,1345836
8621,4,0062622
8622,3,0062622
8622,2,1345836
8623,3,0062622
8623,4,1345836
8624,4,0062622
8624,4,1345836
8625,1,0062622
8625,4,1345836
8626,3,0062622
8626,5,0133093
8626,4,1345836
8627,4,0062622
8627,4,1345836
8628,5,0133093
8628,4,0457430
8628,4,1345836
8629,2,0114709
8629,3,1375666
8629,3,0457430
8629,1,0050083
8630,5,0133093
8630,4,1345836
8630,2,0062622
8631,3,0133093
8631,2,0457430
8632,5,0457430
8632,4,0133093
8632,3,0180093
8633,3,1345836
8633,3,0062622
8634,2,1345836
8634,4,0133093
8635,3,0062622
8635,2,1345836
8636,2,0457430
8636,2,1345836
8637,5,0133093
8637,4,0198781
8637,3,0457430
8638,4,0133093
8638,3,0062622
8638,4,1345836
8639,2,0062622
8639,1,0071562
8639,3,0457430
8640,1,0062622
8640,3,0457430
8640,3,1345836
8641,4,0062622
8641,2,1345836
8642,1,1345836
8642,1,0062622
8643,4,1345836
8643,4,0198781
8643,3,1375666
8643,4,0060196
8644,3,0133093
8644,2,0062622
8645,1,0457430
8645,4,0062622
8645,3,1345836
8645,3,0057012
8646,2,1345836
8646,4,0062622
8647,3,0081505
8647,4,0457430
8648,3,1345836
8648,2,0062622
8649,1,0133093
8649,4,0137523
8649,3,0457430
8650,4,1345836
8650,4,0133093
8651,3,0457430
8651,3,0062622
8651,4,1345836
8652,5,0133093
8652,5,1345836
8653,4,1345836
8653,1,0114709
8654,3,0457430
8654,3,0266697
8655,4,1345836
8655,4,0062622
8656,4,0062622
8656,3,1345836
8657,1,0133093
8657,1,1345836
8658,5,1345836
8658,4,0062622
8659,1,0253474
8659,4,0062622
8659,5,0266697
8660,2,1345836
8660,2,0062622
8661,5,1345836
8661,4,0062622
8662,4,1345836
8662,5,0062622
8663,5,0133093
8663,3,0457430
8663,5,1345836
8664,4,0338013
8664,5,1375666
8664,2,0457430
8665,3,0066921
8665,2,0062622
8666,4,1345836
8666,5,0066921
8667,2,0457430
8667,2,0180093
8667,1,0081505
8667,3,0209144
8668,5,0114709
8668,5,1345836
8669,4,0054215
8669,4,0062622
8670,3,1345836
8670,5,0062622
8670,5,0066921
8671,5,1345836
8671,4,0062622
8672,3,1345836
8672,5,0062622
8673,3,1345836
8673,3,0062622
8674,4,0062622
8674,5,1345836
8674,5,0133093
8675,2,0133093
8675,2,0062622
8675,3,0105236
8675,3,1345836
8676,2,0062622
8676,4,0114709
8676,3,0266697
8677,3,1345836
8677,5,0133093
8677,4,0062622
8678,3,0180093
8678,5,0133093
8678,5,1345836
8679,5,0066921
8679,4,0253474
8680,3,0062622
8680,3,1345836
8681,3,1345836
8681,4,0266697
8681,3,0081505
8681,2,0062622
8682,4,1345836
8682,3,0062622
8682,4,0266697
8682,3,0057012
8683,1,0457430
8683,3,1345836
8684,3,0062622
8684,1,1345836
8685,3,0457430
8685,3,0062622
8685,3,1345836
8686,5,1345836
8686,4,0062622
8687,3,0457430
8687,5,0062622
8688,4,0062622
8688,4,1345836
8689,5,0133093
8689,2,0062622
8690,5,0457430
8690,5,0133093
8691,3,0457430
8691,4,1345836
8692,3,1345836
8692,2,0062622
8693,1,1345836
8693,5,0062622
8694,3,0133093
8694,5,1345836
8694,2,0457430
8695,5,0062622
8695,4,1345836
8696,1,0062622
8696,3,1345836
8697,4,1345836
8697,5,0062622
8698,5,0066921
8698,5,0062622
8699,3,0457430
8699,5,0198781
8700,3,0062622
8700,2,1345836
8701,5,0457430
8701,2,0062622
8701,4,0133093
8701,2,1345836
8702,3,1345836
8702,4,0062622
8703,1,0062622
8703,4,0066921
8704,4,1345836
8704,3,0062622
8705,4,0062622
8705,3,1345836
8706,4,0137523
8706,4,1345836
8706,4,0081505
8706,5,0133093
8706,5,0457430
8706,4,0062622
8707,3,0062622
8707,3,1345836
8708,3,0457430
8708,4,1345836
8709,2,0062622
8709,2,0114709
8709,2,1345836
8710,5,0062622
8710,4,1345836
8711,5,1345836
8711,5,0062622
8711,2,0457430
8712,2,0062622
8712,4,1345836
8713,3,0062622
8713,3,1345836
8714,4,0062622
8714,3,1345836
8715,4,0180093
8715,4,0062622
8715,3,1345836
8715,3,0068646
8716,5,0062622
8716,5,1345836
8717,3,0266697
8717,4,1345836
8717,3,0457430
8718,3,1345836
8718,1,0062622
8719,3,0062622
8719,4,1345836
8720,4,0062622
8720,4,1345836
8720,4,0057012
8721,4,0133093
8721,4,0062622
8722,4,0062622
8722,4,1345836
8723,3,1345836
8723,5,0062622
8724,3,0057012
8724,3,0062622
8724,5,1345836
8725,3,0057012
8725,5,1345836
8726,3,0062622
8726,4,0057012
8726,5,1345836
8727,4,0062622
8727,4,1345836
8728,3,0062622
8728,4,1345836
8729,2,1345836
8729,4,0133093
8730,4,0133093
8730,4,0457430
8731,2,1345836
8731,3,0062622
8732,4,0062622
8732,4,1345836
8733,2,1345836
8733,3,0057012
8734,2,0457430
8734,4,0266697
8735,1,0062622
8735,4,0133093
8736,2,0062622
8736,3,0457430
8737,4,1345836
8737,4,0180093
8738,4,1345836
8738,4,0062622
8739,3,0062622
8739,4,1345836
8740,4,1345836
8740,5,0457430
8741,3,0062622
8741,4,1345836
8742,5,0133093
8742,5,1220719
8743,2,1345836
8743,1,0062622
8744,5,0133093
8744,3,0062622
8744,4,1345836
8744,3,0081505
8745,4,1345836
8745,2,0457430
8746,4,1345836
8746,2,0062622
8747,3,0457430
8747,3,1345836
8747,2,0062622
8748,4,1345836
8748,3,0062622
8749,1,1345836
8749,3,0062622
8750,4,0457430
8750,5,0133093
8751,3,1345836
8751,2,0062622
8752,5,1345836
8752,5,0198781
8752,4,0062622
8752,1,1220719
8753,1,0062622
8753,5,0133093
8754,4,0133093
8754,4,0457430
8754,2,0062622
8754,3,1345836
8755,5,1345836
8755,3,0062622
8756,4,0062622
8756,3,0457430
8757,3,0062622
8757,4,0457430
8757,3,0266697
8757,4,1345836
8757,3,0338013
8758,1,1345836
8758,3,0062622
8758,2,0457430
8758,2,0119698
8759,5,0133093
8759,2,1345836
8760,3,0062622
8760,2,0457430
8760,3,0209144
8761,2,0057012
8761,1,0050083
8761,4,1345836
8761,5,0062622
8762,2,0057012
8762,5,0066921
8762,5,0133093
8762,2,1345836
8762,5,0062622
8763,3,0062622
8763,3,1345836
8764,2,0062622
8764,4,0457430
8764,4,1345836
8765,1,0062622
8765,4,0133093
8766,2,0133093
8766,5,1345836
8767,3,1345836
8767,3,0062622
8767,3,0119698
8768,5,1345836
8768,4,0062622
8769,3,0062622
8769,3,0338013
8769,2,1345836
8770,1,1345836
8770,3,0062622
8770,2,0209144
8770,2,1220719
8770,3,0114709
8770,3,0180093
8770,3,0068646
8770,3,0266697
8771,4,0081505
8771,3,0057012
8771,4,1345836
8771,2,0457430
8771,4,0133093
8771,3,0062622
8772,2,0133093
8772,5,0198781
8772,2,0062622
8772,3,0457430
8772,4,0068646
8773,2,1345836
8773,4,0457430
8774,3,1345836
8774,5,0062622
8775,5,0253474
8775,5,0062622
8776,3,1345836
8776,5,0133093
8777,4,0137523
8777,2,0338013
8778,5,0062622
8778,4,1345836
8779,4,0133093
8779,3,0062622
8779,3,0457430
8779,3,0338013
8779,2,1345836
8780,2,1345836
8780,1,0062622
8781,4,1853728
8781,4,0060196
8781,1,1345836
8781,3,0457430
8781,2,0209144
8781,2,0062622
8782,3,0062622
8782,3,0209144
8783,3,0062622
8783,3,1345836
8784,2,1345836
8784,3,0062622
8785,4,0062622
8785,2,1345836
8786,3,0062622
8786,4,0119698
8786,3,1345836
8787,4,0062622
8787,2,1345836
8787,4,0457430
8787,4,0060196
8788,5,0062622
8788,4,1345836
8789,2,0457430
8789,3,0266697
8789,4,1345836
8789,4,0062622
8790,4,0457430
8790,3,0062622
8791,4,0062622
8791,5,0066921
8792,2,0062622
8792,4,0133093
8793,4,0062622
8793,4,1345836
8794,4,1345836
8794,4,0457430
8795,2,1345836
8795,2,0457430
8795,3,0180093
8796,3,0066921
8796,4,1345836
8796,3,0062622
8797,2,1345836
8797,1,0062622
8798,4,0266697
8798,3,0457430
8798,3,0062622
8799,5,0066921
8799,4,0253474
8800,5,0133093
8800,3,0062622
8801,4,1345836
8801,5,0081505
8801,5,0133093
8802,2,0062622
8802,5,1345836
8803,5,0057012
8803,2,0062622
8803,2,0102926
8803,3,0110413
8803,4,1345836
8804,5,0062622
8804,4,1345836
8805,3,0062622
8805,3,1345836
8806,5,1345836
8806,3,0066921
8807,5,1345836
8807,4,0062622
8808,2,0081505
8808,3,1345836
8809,3,0057012
8809,5,0062622
8809,4,1345836
8810,4,0062622
8810,3,0253474
8810,5,1345836
8811,4,1345836
8811,2,0062622
8811,4,0266697
8812,3,0209144
8812,3,0062622
8812,1,0338013
8812,4,0133093
8812,3,1345836
8813,5,1345836
8813,5,0062622
8814,4,0081505
8814,1,0054215
8814,2,1375666
8815,3,0457430
8815,2,1345836
8816,5,0133093
8816,3,1345836
8816,3,0338013
8816,4,0062622
8817,4,1345836
8817,2,0062622
8818,4,1345836
8818,3,0062622
8819,4,1345836
8819,3,0062622
8820,3,0062622
8820,4,1345836
8821,5,0062622
8821,3,1345836
8822,4,1345836
8822,4,0062622
8822,5,0133093
8822,5,0457430
8823,3,0057012
8823,5,0054215
8823,5,1345836
8823,2,0062622
8824,5,1345836
8824,3,0062622
8825,1,1345836
8825,1,0062622
8826,3,0209144
8826,3,1345836
8826,3,0062622
8826,3,1375666
8827,3,0062622
8827,4,1345836
8828,3,1345836
8828,2,0062622
8829,5,0457430
8829,5,1345836
8830,2,0062622
8830,4,1345836
8831,5,0062622
8831,3,1345836
8832,3,1345836
8832,3,0062622
8833,2,1345836
8833,3,0457430
8833,5,0133093
8833,3,0062622
8834,3,0114709
8834,3,0066921
8834,3,0062622
8834,3,1345836
8835,5,1345836
8835,5,0133093
8835,3,0062622
8836,2,0062622
8836,5,0457430
8836,4,1345836
8837,3,0266697
8837,4,1345836
8837,2,0062622
8838,4,0062622
8838,4,1345836
8838,4,0457430
8839,3,0062622
8839,5,0133093
8839,4,1345836
8840,4,0062622
8840,5,0133093
8841,3,1345836
8841,3,0062622
8842,5,0068646
8842,4,0057012
8842,5,0266697
8842,2,0054215
8842,1,0910970
8842,4,0457430
8842,3,1345836
8842,4,0180093
8843,5,0133093
8843,4,1345836
8843,5,0180093
8843,5,0457430
8844,4,0133093
8844,4,0062622
8845,1,0062622
8845,4,0435761
8846,4,0062622
8846,1,1345836
8847,4,0266697
8847,3,1345836
8848,4,0062622
8848,1,0133093
8849,3,0457430
8849,3,1345836
8850,1,0062622
8850,2,0457430
8850,4,0060196
8850,1,0133093
8851,3,0209144
8851,2,0062622
8852,1,0457430
8852,3,1345836
8853,5,1345836
8853,5,0062622
8854,3,0081505
8854,2,0114814
8854,4,0435761
8854,3,1345836
8854,3,0050083
8855,3,1345836
8855,3,0062622
8856,4,0062622
8856,4,1345836
8857,5,1220719
8857,3,1345836
8857,3,0062622
8857,3,1375666
8857,5,0114709
8858,5,0062622
8858,4,1345836
8859,2,0057012
8859,5,0133093
8859,4,0062622
8859,3,0081505
8859,3,1345836
8860,4,0133093
8860,2,1345836
8860,4,0457430
8860,3,0062622
8861,4,0062622
8861,4,0057012
8862,3,0057012
8862,3,1345836
8863,3,0133093
8863,4,1345836
8864,3,0057012
8864,5,1345836
8864,3,0062622
8865,4,1345836
8865,4,0062622
8866,4,1345836
8866,4,0457430
8867,3,1345836
8867,3,0062622
8868,4,0457430
8868,2,1345836
8869,1,1345836
8869,3,0457430
8869,4,0133093
8870,4,0457430
8870,3,0081505
8870,2,0180093
8870,2,1345836
8871,2,0062622
8871,4,1345836
8872,3,0457430
8872,4,0338013
8872,5,0133093
8872,5,0114709
8873,5,0133093
8873,2,1345836
8874,2,1345836
8874,3,0062622
8875,3,0062622
8875,4,1345836
8876,4,0457430
8876,4,0338013
8877,4,1345836
8877,5,0133093
8878,4,0435761
8878,4,0253474
8879,3,0062622
8879,3,1345836
8880,5,0133093
8880,1,1345836
8880,1,0062622
8881,4,0062622
8881,5,1345836
8882,5,0133093
8882,3,0062622
8882,4,1345836
8883,4,1345836
8883,3,0062622
8884,2,0457430
8884,2,0062622
8885,3,0109830
8885,3,0253474
8886,5,0062622
8886,5,1345836
8886,4,0338013
8887,1,0050083
8887,4,0133093
8887,3,0081505
8888,3,1345836
8888,3,0457430
8889,4,0133093
8889,3,0062622
8890,3,0338013
8890,4,1345836
8890,2,0457430
8890,3,1375666
8891,3,0133093
8891,2,1345836
8891,5,0457430
8892,3,0114709
8892,5,0133093
8893,3,0266697
8893,3,1345836
8894,4,0062622
8894,3,1345836
8895,3,0114709
8895,1,0457430
8895,4,1345836
8895,4,0062622
8896,5,0057012
8896,2,0062622
8896,3,0457430
8897,4,1201607
8897,5,0066921
8898,5,1345836
8898,5,0081505
8899,3,1345836
8899,5,0062622
8900,3,0062622
8900,5,0133093
8901,3,0114709
8901,4,1345836
8901,3,0062622
8901,4,0133093
8901,3,0457430
8902,3,0457430
8902,3,0062622
8903,4,1345836
8903,2,0133093
8903,3,0457430
8903,2,0062622
8904,5,0054215
8904,2,0457430
8904,2,0062622
8905,4,1345836
8905,4,0133093
8905,4,0057012
8905,3,0062622
8906,5,1345836
8906,1,0133093
8907,3,0062622
8907,3,1345836
8908,4,0435761
8908,4,1345836
8908,4,0062622
8909,4,0114709
8909,3,0133093
8909,3,1375666
8909,3,0457430
8909,3,0105236
8909,3,0062622
8909,3,1345836
8909,3,0060196
8910,4,1345836
8910,4,0057012
8910,3,0062622
8911,3,0050083
8911,4,0062622
8911,4,1345836
8912,5,0062622
8912,5,0057012
8912,5,1345836
8912,5,1375666
8913,4,1345836
8913,3,0062622
8913,5,0133093
8914,4,0062622
8914,5,1345836
8915,3,0457430
8915,3,1345836
8916,4,0457430
8916,4,0133093
8916,2,0062622
8916,3,1345836
8916,4,0198781
8917,3,0062622
8917,3,1345836
8918,2,0062622
8918,2,1345836
8919,3,0457430
8919,3,0062622
8919,5,0133093
8920,5,0062622
8920,2,1345836
8921,4,0062622
8921,4,1345836
8922,4,0114709
8922,4,0266697
8922,3,0457430
8923,4,0062622
8923,4,1345836
8923,5,0133093
8924,4,1345836
8924,3,0062622
8925,2,0062622
8925,3,1345836
8925,3,0457430
8925,3,0057012
8925,4,0266697
8926,5,0109830
8926,4,0057012
8926,4,0060196
8926,3,0086250
8926,4,0062622
8926,3,1345836
8927,2,1345836
8927,3,0062622
8928,5,1345836
8928,3,0062622
8928,1,0133093
8929,5,1345836
8929,5,0062622
8930,4,0062622
8930,4,0057012
8930,4,1345836
8931,3,0062622
8931,2,1345836
8932,5,1345836
8932,3,0180093
8933,4,1345836
8933,5,0133093
8933,4,0338013
8934,4,0062622
8934,2,1345836
8935,5,0133093
8935,2,0062622
8936,3,0066921
8936,5,0062622
8937,4,0062622
8937,4,1345836
8937,4,0180093
8938,4,1345836
8938,3,0057012
8939,3,0062622
8939,5,0133093
8939,4,1345836
8940,3,1345836
8940,2,0062622
8941,3,0076759
8941,3,0062622
8942,4,0133093
8942,3,0114709
8942,2,0062622
8943,3,0062622
8943,3,1345836
8944,2,0457430
8944,3,1345836
8945,4,0133093
8945,3,1345836
8946,5,0133093
8946,1,1345836
8946,1,0062622
8947,4,1345836
8947,3,0062622
8948,2,0062622
8948,4,0133093
8948,2,1345836
8949,3,0062622
8949,5,0133093
8950,3,1345836
8950,5,0435761
8950,1,0062622
8951,4,1345836
8951,5,0266697
8951,4,0057012
8951,1,0062622
8952,3,1375666
8952,3,0062622
8952,3,1345836
8953,2,0457430
8953,4,0133093
8954,4,0062622
8954,2,1345836
8955,2,0133093
8955,3,0457430
8956,2,1345836
8956,3,0062622
8957,5,0062622
8957,4,1345836
8958,4,0057012
8958,4,0209144
8959,3,1345836
8959,3,0062622
8959,5,0133093
8960,3,0457430
8960,5,0062622
8961,3,0062622
8961,2,1345836
8962,3,0266697
8962,4,0066921
8962,5,0198781
8963,3,1345836
8963,5,0133093
8964,4,0062622
8964,4,1345836
8965,5,1345836
8965,5,0062622
8966,3,0114709
8966,2,1345836
8966,4,0457430
8966,3,0062622
8966,4,0105236
8967,4,0133093
8967,4,0114709
8967,3,0457430
8968,4,1345836
8968,3,0062622
8969,3,0062622
8969,1,1345836
8969,3,0133093
8970,3,1345836
8970,4,0062622
8971,3,0062622
8971,3,1345836
8972,5,0133093
8972,4,0062622
8973,4,0062622
8973,3,1345836
8974,4,0062622
8974,4,0253474
8975,4,0338013
8975,4,0457430
8976,4,0062622
8976,3,1345836
8976,2,0057012
8977,1,0066921
8977,5,0133093
8977,4,0062622
8977,5,1345836
8977,4,0057012
8978,5,1345836
8978,3,0209144
8978,3,0057012
8979,4,0062622
8979,2,1345836
8980,4,1345836
8980,3,0062622
8981,4,0180093
8981,4,0062622
8982,3,0180093
8982,2,1345836
8982,4,0457430
8983,5,1345836
8983,2,0062622
8984,2,0198781
8984,3,0057012
8984,4,1345836
8984,3,0062622
8985,1,1345836
8985,1,0253474
8986,1,0062622
8986,3,1345836
8987,4,1345836
8987,3,0062622
8988,3,0253474
8988,5,0062622
8989,3,0062622
8989,3,1345836
8990,4,1345836
8990,2,0062622
8991,3,1220719
8991,3,0057012
8991,3,1345836
8991,2,0062622
8991,4,0266697
8992,4,1345836
8992,3,0062622
8993,3,0057012
8993,4,0133093
8993,3,0062622
8993,4,1345836
8993,2,0120815
8994,3,1345836
8994,3,0062622
8995,3,1345836
8995,4,0062622
8995,4,0338013
8995,4,0133093
8996,4,1345836
8996,2,0062622
8997,5,0062622
8997,5,0133093
8998,3,1345836
8998,3,0062622
8999,3,0457430
8999,3,0062622
8999,5,0114709
8999,3,1345836
9000,1,1345836
9000,5,0457430
9001,5,0133093
9001,3,0062622
9002,5,0133093
9002,1,0062622
9003,4,1345836
9003,5,0057012
9004,5,0133093
9004,3,1345836
9005,3,1345836
9005,3,0062622
9006,1,1345836
9006,1,0057012
9006,1,0062622
9007,4,1345836
9007,5,0133093
9008,4,0062622
9008,5,0133093
9008,4,1345836
9009,3,0457430
9009,3,0062622
9010,3,0062622
9010,4,1345836
9011,3,1345836
9011,2,0457430
9012,2,0062622
9012,2,1345836
9013,2,0062622
9013,3,0057012
9013,4,1345836
9014,4,1345836
9014,5,0062622
9015,2,0062622
9015,3,0086250
9015,4,0133093
9015,4,1345836
9015,4,0457430
9016,4,0133093
9016,3,0062622
9016,3,1345836
9017,5,1345836
9017,4,0062622
9018,4,1345836
9018,3,0062622
9019,3,0062622
9019,4,1345836
9020,3,0133093
9020,2,1345836
9021,2,1345836
9021,4,0457430
9022,4,1345836
9022,5,0062622
9023,5,0054215
9023,4,0457430
9024,3,1345836
9024,4,0062622
9025,5,0066921
9025,4,1345836
9026,4,0062622
9026,4,0114709
9026,4,1345836
9026,3,0057012
9026,4,0066921
9027,4,0457430
9027,3,1345836
9027,3,0266697
9027,3,0050083
9028,2,0062622
9028,4,0457430
9028,2,1345836
9028,2,0057012
9028,5,0133093
9029,4,0133093
9029,2,0062622
9030,3,0062622
9030,3,1345836
9031,2,0209144
9031,3,1345836
9032,4,1345836
9032,5,0133093
9033,3,0062622
9033,5,0133093
9033,3,1345836
9034,4,0266697
9034,5,0338013
9034,2,0062622
9035,4,0253474
9035,4,1345836
9035,3,0114709
9036,4,0062622
9036,4,0133093
9037,3,1345836
9037,4,0062622
9038,2,0435761
9038,3,0266697
9039,3,1345836
9039,3,0457430
9040,4,1345836
9040,3,0062622
9041,4,0133093
9041,4,1220719
9041,3,1345836
9042,4,0457430
9042,4,0054215
9042,5,1345836
9043,3,0062622
9043,3,1345836
9044,3,1345836
9044,5,0133093
9045,3,0062622
9045,4,1345836
9045,4,0133093
9046,1,0078748
9046,1,0268978
9046,1,0088763
9046,3,0266697
9046,4,0086250
9046,2,0180093
9046,2,0114709
9046,1,0457430
9046,1,0133093
9046,3,0050083
9046,1,0066921
9046,2,1375666
9046,2,0068646
9047,3,0062622
9047,5,1345836
9048,4,0114709
9048,4,0062622
9049,2,1345836
9049,3,0062622
9050,5,1345836
9050,4,0062622
9051,2,0062622
9051,4,0457430
9052,4,0062622
9052,4,1345836
9053,1,0062622
9053,4,1345836
9054,3,0266697
9054,5,1345836
9054,4,0062622
9055,5,0133093
9055,4,1345836
9055,3,0062622
9056,4,1345836
9056,3,0457430
9056,2,0062622
9057,4,0266697
9057,4,1345836
9057,4,0062622
9057,4,0057012
9058,3,0266697
9058,3,0062622
9059,5,0133093
9059,4,0062622
9060,3,0062622
9060,2,1345836
9061,4,0062622
9061,4,1345836
9062,4,1345836
9062,1,0062622
9063,3,0062622
9063,3,0198781
9064,3,1345836
9064,5,0133093
9064,2,0338013
9064,2,0457430
9064,3,0062622
9065,3,0457430
9065,1,0133093
9065,1,0062622
9066,1,0062622
9066,3,1345836
9067,2,1345836
9067,2,0062622
9068,5,0133093
9068,4,0062622
9068,5,1345836
9069,4,0062622
9069,1,0054215
9069,2,0057012
9069,4,1345836
9070,1,0062622
9070,4,1345836
9071,3,0062622
9071,4,0209144
9071,4,1345836
9072,4,1345836
9072,3,0062622
9073,3,0062622
9073,4,1345836
9074,3,0062622
9074,4,1345836
9075,3,1345836
9075,3,0457430
9075,2,0133093
9076,5,1345836
9076,4,0062622
9077,3,0062622
9077,5,0114709
9078,3,0062622
9078,3,1345836
9079,2,0086250
9079,4,0062622
9080,3,0062622
9080,3,1345836
9080,3,0180093
9081,5,0338013
9081,5,0133093
9082,3,0062622
9082,3,1345836
9083,4,0457430
9083,5,0133093
9084,3,1345836
9084,2,0266697
9085,2,0062622
9085,4,1345836
9086,3,1345836
9086,2,0062622
9087,2,0133093
9087,4,0198781
9088,3,0062622
9088,5,1345836
9089,4,0133093
9089,3,0062622
9089,2,1345836
9089,4,0457430
9090,5,0133093
9090,2,0062622
9091,1,0457430
9091,5,0133093
9092,4,1345836
9092,5,0133093
9092,5,0066921
9092,4,0062622
9093,4,0266697
9093,4,1345836
9094,4,0062622
9094,3,1345836
9095,4,1345836
9095,4,0457430
9096,4,1345836
9096,4,0062622
9096,3,0057012
9097,3,0062622
9097,4,0457430
9097,3,0057012
9097,4,1345836
9098,5,0133093
9098,3,1345836
9099,3,0266697
9099,1,1345836
9100,3,0057012
9100,2,0062622
9100,3,1345836
9101,1,1345836
9101,4,0133093
9102,5,0133093
9102,3,1345836
9102,3,0062622
9103,4,0114709
9103,3,0050083
9104,3,1345836
9104,1,0062622
9104,2,0457430
9104,3,0133093
9105,2,0062622
9105,2,1345836
9106,5,0066921
9106,3,1345836
9106,5,0062622
9107,3,0457430
9107,1,0062622
9107,3,1345836
9108,3,0266697
9108,2,1345836
9109,4,1345836
9109,1,0062622
9110,1,0062622
9110,1,1853728
9111,4,0062622
9111,4,0338013
9111,3,1345836
9112,4,0062622
9112,5,1345836
9113,5,0133093
9113,3,0062622
9113,3,1345836
9114,2,0062622
9114,4,0086250
9115,1,1345836
9115,4,0133093
9115,3,0062622
9116,4,0062622
9116,5,0457430
9117,3,1345836
9117,4,0133093
9118,2,0062622
9118,3,0114709
9119,4,0457430
9119,3,0062622
9119,2,1345836
9119,4,0133093
9120,5,0133093
9120,4,0062622
9121,3,1345836
9121,1,0062622
9122,3,0114709
9122,3,0062622
9122,4,1345836
9122,5,1675434
9123,4,0062622
9123,3,0457430
9124,5,1345836
9124,5,0062622
9125,5,0198781
9125,3,0057012
9125,3,0435761
9126,4,1345836
9126,4,0062622
9127,5,0133093
9127,2,1345836
9128,4,0062622
9128,4,1345836
9129,3,0062622
9129,4,0057012
9129,5,1345836
9130,3,1345836
9130,3,0062622
9131,1,0057012
9131,3,0457430
9131,2,0266697
9131,3,0133093
9132,4,1345836
9132,3,0057012
9132,3,0062622
9132,2,0457430
9133,3,0062622
9133,3,1345836
9134,4,0062622
9134,2,1345836
9135,4,0062622
9135,4,1345836
9136,5,0133093
9136,4,1345836
9137,3,1375666
9137,3,0062622
9138,3,0062622
9138,4,1345836
9139,4,0062622
9139,1,1345836
9139,3,0266697
9140,3,0338013
9140,4,0457430
9140,5,0133093
9141,4,0457430
9141,3,1345836
9142,2,1345836
9142,3,0133093
9142,2,0057012
9142,3,0457430
9142,3,0062622
9143,3,0066921
9143,5,0062622
9143,2,0266697
9143,5,1345836
9143,4,0114709
9143,3,0133093
9143,5,0180093
9143,3,1220719
9143,4,0457430
9144,4,1345836
9144,4,0062622
9145,3,0062622
9145,1,1345836
9146,3,0057012
9146,4,0114709
9146,2,0062622
9146,5,0133093
9146,4,1345836
9147,3,1345836
9147,4,0062622
9148,2,0057012
9148,3,0062622
9148,2,1345836
9149,3,0057012
9149,2,1345836
9149,3,0062622
9150,3,1345836
9150,5,0062622
9151,2,0062622
9151,3,0457430
9152,4,0109830
9152,2,1375666
9153,2,0066921
9153,3,0062622
9153,3,1345836
9154,3,1345836
9154,2,0062622
9155,4,1345836
9155,4,0133093
9155,3,0062622
9156,5,1345836
9156,4,0062622
9157,3,1345836
9157,3,0062622
9158,5,0133093
9158,2,1345836
9158,5,0198781
9159,4,1345836
9159,2,0062622
9160,3,0457430
9160,4,0198781
9161,2,0457430
9161,4,1345836
9161,4,0062622
9162,5,0062622
9162,5,1345836
9163,3,1345836
9163,2,0062622
9164,2,0062622
9164,4,0133093
9165,4,0457430
9165,2,1345836
9166,1,1345836
9166,4,0054215
9166,5,0133093
9167,4,0062622
9167,5,1345836
9168,1,0062622
9168,4,0050083
9169,5,0062622
9169,5,0133093
9170,3,0062622
9170,5,1345836
9171,4,1345836
9171,3,0062622
9172,3,1345836
9172,3,0062622
9173,5,0133093
9173,2,1345836
9173,3,0062622
9174,4,0133093
9174,4,0062622
9175,4,1345836
9175,4,0062622
9176,3,1345836
9176,3,0054215
9177,2,1345836
9177,5,0198781
9177,4,0457430
9178,2,1345836
9178,2,0062622
9178,5,0457430
9179,4,0062622
9179,3,1345836
9180,4,0062622
9180,4,1345836
9181,4,0114709
9181,4,0133093
9181,1,0057012
9181,1,0062622
9181,4,0081505
9181,3,1345836
9181,2,0266697
9181,3,0180093
9182,1,0062622
9182,4,0457430
9183,5,0133093
9183,5,1345836
9183,2,0062622
9184,4,1345836
9184,5,0133093
9185,4,0062622
9185,4,1345836
9186,5,1345836
9186,4,1220719
9187,3,0062622
9187,5,1345836
9187,4,0457430
9188,2,1345836
9188,3,0062622
